	organism	tem
3437	Myroides sp. ZB35	404ERROR
3438	Myxococcus fulvus 124B02	404ERROR
3439	Myxococcus fulvus HW-1	404ERROR
3440	Myxococcus hansupus	404ERROR
3441	Myxococcus macrosporus DSM 14697	404ERROR
3442	Myxococcus stipitatus DSM 14675	404ERROR
3443	Myxococcus xanthus DK 1622	0
3444	Nakamurella multipartita DSM 44233	404ERROR
3445	Natranaerobius thermophilus JW/NM-WN-LF	404ERROR
3446	Natrialbaceae archaeon JW/NM-HA 15	404ERROR
3447	Natrialba magadii ATCC 43099	0
3448	Natrinema pellirubrum DSM 15624	0
3449	Natrinema sp. J7-2	404ERROR
3450	Natronobacterium gregoryi SP2	0
3451	Natronococcus occultus SP4	['50', '40']
3452	Natronomonas moolapensis 8.8.11	0
3453	Natronomonas pharaonis DSM 2160	0
3454	Nautilia profundicola AmH	['55', '80', '22']
3455	Ndongobacter massiliensis	404ERROR
3456	Negativicoccus massiliensis	0
3457	Neisseriaceae bacterium DSM 100970	404ERROR
3458	Neisseria elongata subsp. glycolytica ATCC 29315	0
3459	Neisseria gonorrhoeae	0
3460	Neisseria gonorrhoeae FA 1090	0
3461	Neisseria gonorrhoeae MS11	0
3462	Neisseria gonorrhoeae NCCP11945	0
3463	Neisseria lactamica	0
3464	Neisseria lactamica 020-06	0
3465	Neisseria meningitidis	0
3466	Neisseria meningitidis 053442	0
3467	Neisseria meningitidis 8013	0
3468	Neisseria meningitidis alpha14	0
3469	Neisseria meningitidis alpha710	0
3470	Neisseria meningitidis FAM18	0
3471	Neisseria meningitidis G2136	0
3472	Neisseria meningitidis H44/76	0
3473	Neisseria meningitidis LNP21362	0
3474	Neisseria meningitidis M01-240149	0
3475	Neisseria meningitidis M01-240355	0
3476	Neisseria meningitidis M04-240196	0
3477	Neisseria meningitidis M0579	0
3478	Neisseria meningitidis M7124	0
3479	Neisseria meningitidis MC58	0
3480	Neisseria meningitidis NZ-05/33	0
3481	Neisseria meningitidis WUE 2594	0
3482	Neisseria meningitidis Z2491	0
3483	Neisseria mucosa	0
3484	Neisseria sicca	0
3485	Neisseria sp. 10022	404ERROR
3486	Neisseria sp. 10023	404ERROR
3487	Neisseria sp. KEM232	404ERROR
3488	Neisseria weaveri	0
3489	Neisseria zoodegmatis	404ERROR
3490	Neoasaia chiangmaiensis	404ERROR
3491	Neomicrococcus aestuarii	404ERROR
3492	Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141	0
3493	Neorhizobium galegae bv. orientalis str. HAMBI 540	0
3494	Neorickettsia helminthoeca str. Oregon	0
3495	Neorickettsia risticii str. Illinois	0
3496	Neorickettsia sennetsu str. Miyayama	0
3497	Niabella ginsenosidivorans	404ERROR
3498	Niabella soli DSM 19437	404ERROR
3499	Niastella koreensis GR20-10	0
3500	Nitratifractor salsuginis DSM 16511	404ERROR
3501	Nitratireductor basaltis	0
3502	Nitratiruptor sp. SB155-2	404ERROR
3503	Nitrobacter hamburgensis X14	0
3504	Nitrobacter winogradskyi Nb-255	0
3505	Nitrosococcus halophilus Nc 4	404ERROR
3506	Nitrosococcus oceani ATCC 19707	404ERROR
3507	Nitrosococcus watsonii C-113	404ERROR
3508	Nitrosomonas communis	0
3509	Nitrosomonas europaea ATCC 19718	0
3510	Nitrosomonas eutropha C91	0
3511	Nitrosomonas sp. AL212	404ERROR
3512	Nitrosomonas sp. Is79A3	404ERROR
3513	Nitrosomonas ureae	0
3514	Nitrososphaera viennensis EN76	0
3515	Nitrosospira briensis C-128	404ERROR
3516	Nitrosospira lacus	404ERROR
3517	Nitrosospira multiformis ATCC 25196	404ERROR
3518	Nitrospira defluvii	404ERROR
3519	Nitrospira japonica	404ERROR
3520	Nitrospira moscoviensis	['39', '40']
3521	Nitrospirillum amazonense CBAmc	404ERROR
3522	Niveispirillum cyanobacteriorum	404ERROR
3523	Nocardia brasiliensis	0
3524	Nocardia brasiliensis ATCC 700358	0
3525	Nocardia cyriacigeorgica	404ERROR
3526	Nocardia cyriacigeorgica GUH-2	404ERROR
3527	Nocardia farcinica	0
3528	Nocardia farcinica IFM 10152	0
3529	Nocardia nova SH22a	404ERROR
3530	Nocardia seriolae	404ERROR
3531	Nocardia soli	404ERROR
3532	Nocardia terpenica	404ERROR
3533	Nocardioides dokdonensis FR1436	0
3534	Nocardioides sp. 78	404ERROR
3535	Nocardioides sp. JS614	404ERROR
3536	Nocardiopsis alba ATCC BAA-2165	0
3537	Nocardiopsis dassonvillei	404ERROR
3538	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	404ERROR
3539	Nocardiopsis gilva YIM 90087	0
3540	Nodularia spumigena UHCC 0039	404ERROR
3541	Nonlabens dokdonensis DSW-6	404ERROR
3542	Nonlabens sediminis	404ERROR
3543	Nonlabens sp. MB-3u-79	404ERROR
3544	Nonlabens sp. MIC269	404ERROR
3545	Nonomuraea sp. ATCC 55076	404ERROR
3546	Nostocales cyanobacterium HT-58-2	404ERROR
3547	'Nostoc azollae' 0708	404ERROR
3548	Nostoc flagelliforme CCNUN1	0
3549	Nostoc punctiforme PCC 73102	0
3550	Nostoc sp. CENA543	404ERROR
3551	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	404ERROR
3552	Nostoc sp. NIES-3756	404ERROR
3553	Nostoc sp. PCC 7107	404ERROR
3554	Nostoc sp. PCC 7120	404ERROR
3555	Nostoc sp. PCC 7524	404ERROR
3556	Nostoc sp. 'Peltigera membranacea cyanobiont N6'	404ERROR
3557	Novibacillus thermophilus	404ERROR
3558	Novosphingobium aromaticivorans DSM 12444	0
3559	Novosphingobium pentaromativorans US6-1	0
3560	Novosphingobium resinovorum	404ERROR
3561	Novosphingobium sp. PP1Y	404ERROR
3562	Obesumbacterium proteus	404ERROR
3563	Oblitimonas alkaliphila	404ERROR
3564	Oceanicoccus sagamiensis	404ERROR
3565	Oceanimonas sp. GK1	404ERROR
3566	Oceanisphaera profunda	404ERROR
3567	Oceanisphaera sp. AMac2203	404ERROR
3568	Oceanithermus profundus DSM 14977	404ERROR
3569	Oceanobacillus iheyensis	0
3570	Oceanobacillus iheyensis HTE831	0
3571	Ochrobactrum anthropi	0
3572	Ochrobactrum anthropi ATCC 49188	0
3573	Ochrobactrum pituitosum	0
3574	Ochrobactrum pseudogrignonense	0
3575	Ochrobactrum sp. A44	404ERROR
3576	Octadecabacter antarcticus 307	404ERROR
3577	Octadecabacter arcticus 238	404ERROR
3578	Octadecabacter temperatus	404ERROR
3579	Odoribacter splanchnicus	404ERROR
3580	Odoribacter splanchnicus DSM 20712	404ERROR
3581	Oenococcus oeni PSU-1	0
3582	Oleiphilus messinensis	404ERROR
3583	Oleispira antarctica RB-8	['25']
3584	Oligella urethralis	0
3585	Oligotropha carboxidovorans OM4	0
3586	Oligotropha carboxidovorans OM5	0
3587	Olleya sp. Bg11-27	404ERROR
3588	Olsenella sp. Marseille-P2300	404ERROR
3589	Olsenella sp. oral taxon 807	404ERROR
3590	Olsenella uli DSM 7084	0
3591	Onion yellows phytoplasma OY-M	404ERROR
3592	Opitutaceae bacterium TAV5	404ERROR
3593	Opitutus terrae PB90-1	0
3595	Orientia tsutsugamushi str. Boryong	0
3596	Orientia tsutsugamushi str. Ikeda	0
3597	Ornithobacterium rhinotracheale DSM 15997	0
3598	Ornithobacterium rhinotracheale ORT-UMN 88	0
3599	Orrella dioscoreae	404ERROR
3600	Oscillatoria acuminata PCC 6304	404ERROR
3601	Oscillatoria nigro-viridis PCC 7112	404ERROR
3602	Oscillibacter valericigenes Sjm18-20	0
3603	Ottowia sp. KADR8-3	404ERROR
3604	Ottowia sp. oral taxon 894	404ERROR
3605	Owenweeksia hongkongensis DSM 17368	404ERROR
3606	Oxalobacter formigenes	0
3607	Oxalobacter formigenes OXCC13	0
3608	Paenalcaligenes hominis	0
3609	Paenarthrobacter aurescens TC1	0
3610	Paenibacillus beijingensis	404ERROR
3611	Paenibacillus borealis	404ERROR
3612	Paenibacillus bovis	404ERROR
3613	Paenibacillus crassostreae	404ERROR
3614	Paenibacillus donghaensis	404ERROR
3615	Paenibacillus durus	404ERROR
3616	Paenibacillus durus ATCC 35681	404ERROR
3617	Paenibacillus graminis	404ERROR
3618	Paenibacillus ihbetae	404ERROR
3619	Paenibacillus kribbensis	404ERROR
3620	Paenibacillus larvae subsp. larvae	404ERROR
3621	Paenibacillus larvae subsp. larvae DSM 25430	404ERROR
3622	Paenibacillus larvae subsp. pulvifaciens	404ERROR
3623	Paenibacillus mucilaginosus 3016	404ERROR
3624	Paenibacillus mucilaginosus K02	404ERROR
3625	Paenibacillus mucilaginosus KNP414	404ERROR
3626	Paenibacillus naphthalenovorans	404ERROR
3627	Paenibacillus odorifer	404ERROR
3628	Paenibacillus peoriae	404ERROR
3629	Paenibacillus polymyxa	0
3630	Paenibacillus polymyxa CR1	0
3631	Paenibacillus polymyxa E681	0
3632	Paenibacillus polymyxa M1	0
3633	Paenibacillus polymyxa SC2	0
3634	Paenibacillus polymyxa SQR-21	0
3635	Paenibacillus riograndensis SBR5	404ERROR
3636	Paenibacillus sabinae T27	404ERROR
3637	Paenibacillus sp. 32O-W	404ERROR
3638	Paenibacillus sp. BIHB4019	404ERROR
3639	Paenibacillus sp. CAA11	404ERROR
3640	Paenibacillus sp. FSL H7-0357	404ERROR
3641	Paenibacillus sp. FSL H7-0737	404ERROR
3642	Paenibacillus sp. FSL P4-0081	404ERROR
3643	Paenibacillus sp. FSL R5-0345	404ERROR
3644	Paenibacillus sp. FSL R5-0912	404ERROR
3645	Paenibacillus sp. FSL R7-0273	404ERROR
3646	Paenibacillus sp. FSL R7-0331	404ERROR
3647	Paenibacillus sp. IHBB 10380	404ERROR
3648	Paenibacillus sp. JDR-2	404ERROR
3649	Paenibacillus sp. lzh-N1	404ERROR
3650	Paenibacillus sp. Y412MC10	404ERROR
3651	Paenibacillus stellifer	404ERROR
3652	Paenibacillus swuensis	404ERROR
3653	Paenibacillus terrae HPL-003	404ERROR
3654	Paenibacillus xylanexedens	404ERROR
3655	Paenibacillus yonginensis	404ERROR
3656	Paeniclostridium sordellii	404ERROR
3657	Palaeococcus pacificus DY20341	0
3658	Paludibacter propionicigenes WB4	0
3659	Paludisphaera borealis	404ERROR
3660	Pandoraea apista	0
3661	Pandoraea faecigallinarum	0
3662	Pandoraea norimbergensis	0
3663	Pandoraea oxalativorans	0
3664	Pandoraea pnomenusa	0
3665	Pandoraea pnomenusa 3kgm	0
3666	Pandoraea pulmonicola	0
3667	Pandoraea sputorum	0
3668	Pandoraea thiooxydans	0
3669	Pandoraea vervacti	0
3670	Pannonibacter phragmitetus	404ERROR
3671	Pantoea agglomerans	0
3672	Pantoea alhagi	404ERROR
3673	Pantoea ananatis	404ERROR
3674	Pantoea ananatis AJ13355	404ERROR
3675	Pantoea ananatis LMG 20103	404ERROR
3676	Pantoea ananatis LMG 5342	404ERROR
3677	Pantoea ananatis PA13	404ERROR
3678	Pantoea calida	404ERROR
3679	Pantoea gaviniae	404ERROR
3680	Pantoea rwandensis	404ERROR
3681	Pantoea sp. At-9b	404ERROR
3682	Pantoea sp. PSNIH1	404ERROR
3683	Pantoea sp. PSNIH2	404ERROR
3684	Pantoea stewartii subsp. stewartii DC283	0
3685	Pantoea vagans	404ERROR
3686	Pantoea vagans C9-1	404ERROR
3687	Parabacteroides distasonis ATCC 8503	0
3688	Parabacteroides sp. CT06	404ERROR
3689	Parabacteroides sp. YL27	404ERROR
3690	Paraburkholderia aromaticivorans	404ERROR
3691	Paraburkholderia caribensis	0
3692	Paraburkholderia caribensis MBA4	0
3693	Paraburkholderia fungorum	0
3694	Paraburkholderia hospita	0
3695	Paraburkholderia phenoliruptrix BR3459a	0
3696	Paraburkholderia phymatum STM815	0
3697	Paraburkholderia phytofirmans PsJN	0
3698	Paraburkholderia rhizoxinica HKI 454	0
3699	Paraburkholderia sprentiae WSM5005	0
3700	Paraburkholderia sp. SOS3	404ERROR
3701	Paraburkholderia terrae	0
3702	Paraburkholderia xenovorans LB400	0
3703	Parachlamydia acanthamoebae UV-7	0
3704	Paracoccus aminophilus JCM 7686	404ERROR
3705	Paracoccus aminovorans	404ERROR
3706	Paracoccus contaminans	404ERROR
3707	Paracoccus denitrificans PD1222	0
3708	Paracoccus sp. BM15	404ERROR
3709	Paracoccus sp. CBA4604	404ERROR
3710	Paracoccus yeei	404ERROR
3711	Paracoccus zhejiangensis	404ERROR
3712	Parageobacillus thermoglucosidasius	404ERROR
3713	Parageobacillus thermoglucosidasius C56-YS93	404ERROR
3714	Paraglaciecola psychrophila 170	404ERROR
3715	Paraphotobacterium marinum	404ERROR
3716	Pararhodospirillum photometricum DSM 122	404ERROR
3717	Parasaccharibacter apium	404ERROR
3718	Parascardovia denticolens DSM 10105 = JCM 12538	404ERROR
3719	Parvibaculum lavamentivorans DS-1	0
3720	Parvimonas micra	0
3721	Parvularcula bermudensis HTCC2503	0
3722	Pasteurella dagmatis	0
3723	Pasteurella multocida	['37', '18']
3724	Pasteurella multocida 36950	['37', '18']
3725	Pasteurella multocida OH1905	['37', '18']
3726	Pasteurella multocida subsp. multocida	['37', '18']
3727	Pasteurella multocida subsp. multocida HB01	['37', '18']
3728	Pasteurella multocida subsp. multocida OH4807	['37', '18']
3729	Pasteurella multocida subsp. multocida PMTB2.1	['37', '18']
3730	Pasteurella multocida subsp. multocida str. 3480	['37', '18']
3731	Pasteurella multocida subsp. multocida str. HB03	['37', '18']
3732	Pasteurella multocida subsp. multocida str. HN06	['37', '18']
3733	Pasteurella multocida subsp. multocida str. HN07	['37', '18']
3734	Pasteurella multocida subsp. multocida str. Pm70	['37', '18']
3735	Paucibacter sp. KCTC 42545	404ERROR
3736	Pectobacterium atrosepticum	0
3737	Pectobacterium atrosepticum SCRI1043	0
3738	Pectobacterium carotovorum	['30']
3739	Pectobacterium carotovorum subsp. brasiliense	['30']
3740	Pectobacterium carotovorum subsp. carotovorum PC1	['30']
3741	Pectobacterium carotovorum subsp. carotovorum PCC21	['30']
3742	Pectobacterium parmentieri	404ERROR
3743	Pectobacterium parmentieri WPP163	404ERROR
3744	Pectobacterium polaris	404ERROR
3745	Pectobacterium wasabiae CFBP 3304	0
3746	Pediococcus acidilactici	['45', '65']
3747	Pediococcus claussenii	0
3748	Pediococcus claussenii ATCC BAA-344	0
3749	Pediococcus damnosus	0
3750	Pediococcus inopinatus	404ERROR
3751	Pediococcus pentosaceus	404ERROR
3752	Pediococcus pentosaceus ATCC 25745	404ERROR
3753	Pediococcus pentosaceus SL4	404ERROR
3754	Pedobacter cryoconitis	0
3755	Pedobacter ginsengisoli	0
3756	Pedobacter heparinus DSM 2366	0
3757	Pedobacter sp. PACM 27299	404ERROR
3758	Pedobacter steynii	404ERROR
3759	Pelagibaca abyssi	404ERROR
3760	Pelagibacterium halotolerans B2	0
3761	Pelobacter acetylenicus	0
3762	Pelobacter carbinolicus DSM 2380	0
3763	Pelobacter propionicus DSM 2379	0
3764	Pelobacter sp. SFB93	0
3765	Pelodictyon phaeoclathratiforme BU-1	404ERROR
3766	Pelosinus fermentans JBW45	404ERROR
3767	Pelosinus sp. UFO1	404ERROR
3768	Peptoclostridium acidaminophilum DSM 3953	404ERROR
3769	Peptoniphilus sp. ING2-D1G	404ERROR
3770	Peptostreptococcaceae bacterium oral taxon 929	404ERROR
3771	Persephonella marina EX-H1	['133', '170']
3772	Persicobacter sp. JZB09	404ERROR
3773	Petrimonas mucosa	404ERROR
3774	Petrotoga mobilis SJ95	404ERROR
3775	Phaeobacter gallaeciensis	0
3776	Phaeobacter gallaeciensis DSM 26640	0
3777	Phaeobacter inhibens	0
3778	Phaeobacter inhibens 2.10	0
3779	Phaeobacter inhibens DSM 17395	0
3780	Phaeobacter piscinae	0
3781	Phaeobacter porticola	0
3782	Phenylobacterium zucineum HLK1	404ERROR
3783	Phoenicibacter massiliensis	404ERROR
3784	Photobacterium damselae subsp. damselae	404ERROR
3785	Photobacterium damselae subsp. piscicida	404ERROR
3786	Photobacterium gaetbulicola Gung47	404ERROR
3787	Photobacterium profundum SS9	['25', '15', '10']
3788	Photorhabdus asymbiotica	404ERROR
3789	Photorhabdus luminescens subsp. laumondii TTO1	0
3790	Photorhabdus temperata subsp. thracensis	0
3791	Phreatobacter sp. S-12	404ERROR
3792	Phycisphaerae bacterium L21-RPul-D3	404ERROR
3793	Phycisphaerae bacterium ST-PulAB-D4	404ERROR
3794	Phycisphaera mikurensis NBRC 102666	404ERROR
3795	Phyllobacterium sp. Tri-48	404ERROR
3796	Phytobacter sp. SCO41	404ERROR
3797	Picrophilus torridus DSM 9790	0
3798	Pimelobacter simplex	404ERROR
3799	Pirellula staleyi DSM 6068	404ERROR
3800	Piscirickettsia salmonis	0
3801	Piscirickettsia salmonis LF-89 = ATCC VR-1361	0
3802	Planctomyces sp. SH-PL14	404ERROR
3803	Planctomyces sp. SH-PL62	404ERROR
3804	Planctopirus limnophila DSM 3776	404ERROR
3805	Planktomarina temperata RCA23	404ERROR
3806	Planococcus antarcticus DSM 14505	404ERROR
3807	Planococcus donghaensis	404ERROR
3808	Planococcus faecalis	404ERROR
3809	Planococcus halocryophilus	404ERROR
3810	Planococcus kocurii	404ERROR
3811	Planococcus maritimus	404ERROR
3812	Planococcus plakortidis	404ERROR
3813	Planococcus rifietoensis	404ERROR
3814	Planococcus sp. MB-3u-03	404ERROR
3815	Planococcus sp. PAMC 21323	404ERROR
3816	Planococcus versutus	404ERROR
3817	Plantactinospora sp. BB1	404ERROR
3818	Plantactinospora sp. BC1	404ERROR
3819	Plantactinospora sp. KBS50	404ERROR
3820	Plautia stali symbiont	404ERROR
3821	Plesiomonas shigelloides	0
3822	Pleurocapsa sp. PCC 7327	404ERROR
3823	Pluralibacter gergoviae	404ERROR
3824	Polaribacter reichenbachii	404ERROR
3825	Polaribacter sp. ALD11	404ERROR
3826	Polaribacter sp. BM10	404ERROR
3827	Polaribacter sp. MED152	404ERROR
3828	Polaribacter vadi	404ERROR
3829	Polaromonas naphthalenivorans CJ2	0
3830	Polaromonas sp. JS666	404ERROR
3831	[Polyangium] brachysporum	404ERROR
3832	Polymorphum gilvum SL003B-26A1	404ERROR
3833	Polynucleobacter asymbioticus	0
3834	Polynucleobacter asymbioticus QLW-P1DMWA-1	0
3835	Polynucleobacter difficilis	0
3836	Polynucleobacter duraquae	0
3837	Polynucleobacter necessarius STIR1	0
3838	Pontibacter akesuensis	0
3839	Pontibacter korlensis	0
3840	Pontimonas salivibrio	404ERROR
3841	Porphyrobacter HT-58-2	404ERROR
3842	Porphyrobacter neustonensis	0
3843	Porphyrobacter sp. LM 6	404ERROR
3844	Porphyromonas asaccharolytica DSM 20707	404ERROR
3845	Porphyromonas gingivalis	0
3846	Porphyromonas gingivalis 381	0
3847	Porphyromonas gingivalis AJW4	0
3848	Porphyromonas gingivalis ATCC 33277	0
3849	Porphyromonas gingivalis TDC60	0
3850	Porphyromonas gingivalis W83	0
3851	Pragia fontium	404ERROR
3852	Prauserella marina	0
3853	Prevotella dentalis DSM 3688	404ERROR
3854	Prevotella denticola F0289	404ERROR
3855	Prevotella enoeca	404ERROR
3856	Prevotella fusca JCM 17724	404ERROR
3857	Prevotella intermedia	0
3858	Prevotella intermedia 17	0
3859	Prevotella intermedia ATCC 25611 = DSM 20706	0
3860	Prevotella jejuni	404ERROR
3861	Prevotella melaninogenica	0
3862	Prevotella melaninogenica ATCC 25845	0
3863	Prevotella ruminicola 23	404ERROR
3864	Prevotella sp. oral taxon 299 str. F0039	404ERROR
3865	Prochlorococcus marinus str. AS9601	['33']
3866	Prochlorococcus marinus str. MIT 9215	['33']
3867	Prochlorococcus marinus str. MIT 9301	['33']
3868	Prochlorococcus marinus str. MIT 9312	['33']
3869	Prochlorococcus marinus str. MIT 9313	['33']
3870	Prochlorococcus marinus str. MIT 9515	['33']
3871	Prochlorococcus marinus str. NATL1A	['33']
3872	Prochlorococcus marinus str. NATL2A	['33']
3873	Prochlorococcus marinus subsp. marinus str. CCMP1375	['33']
3874	Prochlorococcus marinus subsp. pastoris str. CCMP1986	['33']
3875	Prochlorococcus sp. MIT 0604	404ERROR
3876	Prochlorococcus sp. MIT 0801	404ERROR
3877	Propionibacterium acnes 266	0
3878	Propionibacterium acnes 6609	0
3879	Propionibacterium acnes C1	0
3880	Propionibacterium acnes hdn-1	0
3881	Propionibacterium acnes HL096PA1	0
3882	Propionibacterium acnes KPA171202	0
3883	Propionibacterium acnes SK137	0
3884	Propionibacterium acnes subsp. defendens ATCC 11828	0
3885	Propionibacterium acnes TypeIA2 P.acn17	0
3886	Propionibacterium acnes TypeIA2 P.acn31	0
3887	Propionibacterium acnes TypeIA2 P.acn33	0
3888	Propionibacterium freudenreichii	0
3889	Propionibacterium freudenreichii subsp. freudenreichii	0
3890	Propionibacterium freudenreichii subsp. shermanii	0
3891	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	0
3892	Propionibacterium sp. oral taxon 193	404ERROR
3893	Propionimicrobium sp. Marseille-P3275	404ERROR
3894	Prosthecochloris aestuarii DSM 271	404ERROR
3895	Prosthecochloris sp. CIB 2401	404ERROR
3896	Prosthecochloris sp. GSB1	404ERROR
3897	Prosthecochloris sp. HL-130-GSB	404ERROR
3898	Proteiniphilum saccharofermentans	404ERROR
3899	Proteus mirabilis	0
3900	Proteus mirabilis BB2000	0
3901	Proteus mirabilis HI4320	0
3902	Proteus vulgaris	['40']
3903	Providencia alcalifaciens	404ERROR
3904	Providencia rettgeri	['37']
3905	Providencia stuartii	['37']
3906	Providencia stuartii MRSN 2154	['37']
3907	Pseudanabaena sp. PCC 7367	404ERROR
3908	Pseudarthrobacter chlorophenolicus A6	0
3909	Pseudarthrobacter phenanthrenivorans Sphe3	404ERROR
3910	Pseudarthrobacter sulfonivorans	404ERROR
3911	Pseudoalteromonas agarivorans DSM 14585	0
3912	Pseudoalteromonas aliena	0
3913	Pseudoalteromonas arctica A 37-1-2	0
3914	Pseudoalteromonas atlantica	0
3915	Pseudoalteromonas atlantica T6c	0
3916	Pseudoalteromonas espejiana DSM 9414	0
3917	Pseudoalteromonas haloplanktis TAC125	0
3918	Pseudoalteromonas issachenkonii	0
3919	Pseudoalteromonas luteoviolacea	0
3920	Pseudoalteromonas marina	0
3921	Pseudoalteromonas nigrifaciens	0
3922	Pseudoalteromonas phenolica	0
3923	Pseudoalteromonas piratica	404ERROR
3924	Pseudoalteromonas piscicida	0
3925	Pseudoalteromonas rubra	0
3926	Pseudoalteromonas sp. 1_2015MBL_MicDiv	404ERROR
3927	Pseudoalteromonas sp. 13-15	404ERROR
3928	Pseudoalteromonas sp. Bsw20308	404ERROR
3929	Pseudoalteromonas sp. NC201	404ERROR
3930	Pseudoalteromonas spongiae	0
3931	Pseudoalteromonas spongiae UST010723-006	0
3932	Pseudoalteromonas sp. SM9913	404ERROR
3933	Pseudoalteromonas tetraodonis	0
3934	Pseudoalteromonas translucida KMM 520	0
3935	Pseudoalteromonas tunicata	0
3936	Pseudodesulfovibrio aespoeensis Aspo-2	404ERROR
3937	Pseudodesulfovibrio indicus	404ERROR
3938	Pseudodesulfovibrio profundus	404ERROR
3939	Pseudogulbenkiania sp. NH8B	404ERROR
3940	Pseudohongiella spirulinae	404ERROR
3941	Pseudomonas aeruginosa	['42', '42']
3942	Pseudomonas aeruginosa B136-33	['42', '42']
3943	Pseudomonas aeruginosa C-NN2	['42', '42']
